TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,Location,CustomerOccupation,PreviousTransactionDate,TransactionType_Debit,Channel_Branch,Channel_Online,Target
0.007207441957422414,0.8387096774193548,0.24482758620689654,0.0,0.33683185966818,2023-04-11 16:29:14,36,0,2024-11-04 08:08:08,True,False,False,4
0.1959402767282487,0.8064516129032258,0.45172413793103444,0.0,0.9180546275595326,2023-06-27 16:44:19,15,0,2024-11-04 08:09:35,True,False,False,1
0.0656799645621075,0.016129032258064557,0.1586206896551724,0.0,0.06863734931174438,2023-07-10 18:16:08,23,3,2024-11-04 08:07:04,True,False,True,2
0.0960158428225239,0.12903225806451613,0.05172413793103449,0.0,0.569197956003802,2023-05-05 16:32:11,33,3,2024-11-04 08:09:06,True,False,True,1
0.006873908851655939,0.435483870967742,0.6482758620689656,0.0,0.4925911187531677,2023-10-16 17:51:24,1,3,2024-11-04 08:06:39,False,False,True,3
0.04788805795137713,0.0,0.5586206896551724,0.0,0.045737843102722775,2023-04-03 17:15:01,28,3,2024-11-04 08:06:36,True,False,False,0
0.003554212158323996,0.30645161290322587,0.44482758620689655,0.0,0.8883303734554748,2023-02-15 16:36:48,39,0,2024-11-04 08:10:09,False,False,False,1
0.08919925997342157,0.7903225806451613,0.9689655172413792,0.0,0.18115460779713835,2023-05-08 17:47:59,16,2,2024-11-04 08:10:55,False,True,False,3
0.05522578627823957,0.532258064516129,0.26206896551724135,0.0,0.6045605421617909,2023-03-21 16:59:46,11,1,2024-11-04 08:11:14,False,True,False,1
0.4250983662089272,0.5967741935483871,0.3793103448275862,0.0,0.06188385358620237,2023-03-31 16:06:57,26,0,2024-11-04 08:06:32,True,False,False,4
0.009130468770357246,0.5483870967741935,0.16896551724137931,0.0,0.5040264197666963,2023-03-14 16:46:10,0,1,2024-11-04 08:06:45,False,False,True,1
0.09889256585975975,0.04838709677419356,0.5620689655172414,0.0,0.09595919536134934,2023-02-06 17:30:00,22,3,2024-11-04 08:07:12,True,False,True,0
0.2575813638377153,0.09677419354838712,0.3482758620689655,0.0,0.10209024288923516,2023-06-07 17:21:28,23,3,2024-11-04 08:08:38,False,True,False,2
0.40727519086953123,0.12903225806451613,0.3896551724137931,0.0,0.005944850820811549,2023-11-20 16:39:15,22,3,2024-11-04 08:07:06,True,False,False,2
0.08689058550694426,0.0,0.4275862068965517,0.0,0.013355076448200345,2023-02-13 16:53:57,21,3,2024-11-04 08:10:09,True,False,True,0
0.2424316647992287,0.29032258064516125,0.4103448275862069,0.0,0.22614430312017286,2023-12-12 16:23:31,10,1,2024-11-04 08:12:19,True,False,False,2
0.2895171587148552,0.016129032258064557,0.5103448275862069,0.0,0.06923627084966197,2023-10-30 16:52:49,2,3,2024-11-04 08:07:35,False,True,False,0
0.2567527425280767,0.33870967741935487,0.7724137931034483,0.0,0.3366812890458528,2023-12-14 18:32:14,8,1,2024-11-04 08:11:51,True,False,True,3
0.00959949970034135,0.6612903225806451,0.3310344827586207,0.0,0.5274757776233234,2023-02-21 16:56:50,0,2,2024-11-04 08:12:01,False,True,False,4
0.037115980926075515,0.0,0.5482758620689655,0.0,0.4347283074114356,2023-06-08 18:18:50,8,3,2024-11-04 08:09:20,False,False,True,0
0.030778851916512494,0.8548387096774193,0.09655172413793102,0.0,0.3797633083592239,2023-02-28 16:36:58,20,2,2024-11-04 08:09:24,True,True,False,4
0.04456314980326758,0.32258064516129037,0.2862068965517241,0.0,0.607992073532239,2023-08-11 18:31:31,19,0,2024-11-04 08:08:13,True,True,False,1
0.027068296114860464,0.33870967741935487,0.3793103448275862,0.0,0.5964801428269905,2023-06-06 18:54:15,1,1,2024-11-04 08:07:01,True,False,True,1
0.18009745420434112,0.06451612903225812,0.4551724137931034,0.5,0.0874687599568185,2023-05-02 18:25:46,13,3,2024-11-04 08:07:04,True,False,True,0
